details,name,variable
3,Peru,bars
0,Philippines,bars
0,Poland,bars
0,Portugal,bars
0,Puerto-Rico,bars
0,Qatar,bars
3,Romania,bars
3,Rwanda,bars
0,San-Marino,bars
0,Sao-Tome,bars
0,Saudi-Arabia,bars
3,Senegal,bars
0,Seychelles,bars
0,Sierra-Leone,bars
0,Singapore,bars
0,Soloman-Islands,bars
0,Somalia,bars
0,South-Africa,bars
0,South-Korea,bars
0,South-Yemen,bars
0,Spain,bars
2,Sri-Lanka,bars
0,St-Helena,bars
0,St-Kitts-Nevis,bars
0,St-Lucia,bars
5,St-Vincent,bars
0,Sudan,bars
0,Surinam,bars
0,Swaziland,bars
0,Sweden,bars
0,Switzerland,bars
0,Syria,bars
0,Taiwan,bars
0,Tanzania,bars
0,Thailand,bars
0,Togo,bars
0,Tonga,bars
0,Trinidad-Tobago,bars
0,Tunisia,bars
0,Turkey,bars
0,Turks-Cocos-Islands,bars
0,Tuvalu,bars
1,UAE,bars
0,Uganda,bars
0,UK,bars
0,Uruguay,bars
0,US-Virgin-Isles,bars
0,USA,bars
0,USSR,bars
0,Vanuatu,bars
2,Vatican-City,bars
0,Venezuela,bars
0,Vietnam,bars
0,Western-Samoa,bars
0,Yugoslavia,bars
0,Zaire,bars
3,Zambia,bars
0,Zimbabwe,bars
3,Afghanistan,stripes
0,Albania,stripes
0,Algeria,stripes
0,American-Samoa,stripes
0,Andorra,stripes
2,Angola,stripes
1,Anguilla,stripes
1,Antigua-Barbuda,stripes
3,Argentina,stripes
3,Argentine,stripes
0,Australia,stripes
3,Austria,stripes
3,Bahamas,stripes
0,Bahrain,stripes
0,Bangladesh,stripes
0,Barbados,stripes
0,Belgium,stripes
2,Belize,stripes
0,Benin,stripes
0,Bermuda,stripes
0,Bhutan,stripes
3,Bolivia,stripes
5,Botswana,stripes
0,Brazil,stripes
0,British-Virgin-Isles,stripes
0,Brunei,stripes
3,Bulgaria,stripes
2,Burkina,stripes
0,Burma,stripes
0,Burundi,stripes
0,Cameroon,stripes
0,Canada,stripes
2,Cape-Verde-Islands,stripes
0,Cayman-Islands,stripes
0,Central-African-Republic,stripes
0,Chad,stripes
2,Chile,stripes
0,China,stripes
3,Colombia,stripes
0,Comorro-Islands,stripes
0,Congo,stripes
0,Cook-Islands,stripes
5,Costa-Rica,stripes
5,Cuba,stripes
0,Cyprus,stripes
0,Czechoslovakia,stripes
0,Denmark,stripes
0,Djibouti,stripes
0,Dominica,stripes
0,Dominican-Republic,stripes
3,Ecuador,stripes
3,Egypt,stripes
3,El-Salvador,stripes
3,Equatorial-Guinea,stripes
3,Ethiopia,stripes
0,Faeroes,stripes
0,Falklands-Malvinas,stripes
0,Fiji,stripes
0,Finland,stripes
0,France,stripes
0,French-Guiana,stripes
3,French-Polynesia,stripes
3,Gabon,stripes
5,Gambia,stripes
3,Germany-DDR,stripes
3,Germany-FRG,stripes
3,Ghana,stripes
1,Gibraltar,stripes
9,Greece,stripes
0,Greenland,stripes
0,Grenada,stripes
0,Guam,stripes
0,Guatemala,stripes
0,Guinea,stripes
2,Guinea-Bissau,stripes
0,Guyana,stripes
0,Haiti,stripes
3,Honduras,stripes
0,Hong-Kong,stripes
3,Hungary,stripes
0,Iceland,stripes
3,India,stripes
2,Indonesia,stripes
3,Iran,stripes
3,Iraq,stripes
0,Ireland,stripes
2,Israel,stripes
0,Italy,stripes
0,Ivory-Coast,stripes
0,Jamaica,stripes
0,Japan,stripes
3,Jordan,stripes
0,Kampuchea,stripes
5,Kenya,stripes
0,Kiribati,stripes
3,Kuwait,stripes
3,Laos,stripes
2,Lebanon,stripes
0,Lesotho,stripes
11,Liberia,stripes
0,Libya,stripes
2,Liechtenstein,stripes
3,Luxembourg,stripes
2,Malagasy,stripes
3,Malawi,stripes
14,Malaysia,stripes
0,Maldive-Islands,stripes
0,Mali,stripes
0,Malta,stripes
0,Marianas,stripes
0,Mauritania,stripes
4,Mauritius,stripes
0,Mexico,stripes
0,Micronesia,stripes
2,Monaco,stripes
0,Mongolia,stripes
0,Montserrat,stripes
0,Morocco,stripes
5,Mozambique,stripes
3,Nauru,stripes
0,Nepal,stripes
3,Netherlands,stripes
1,Netherlands-Antilles,stripes
0,New-Zealand,stripes
3,Nicaragua,stripes
3,Niger,stripes
0,Nigeria,stripes
0,Niue,stripes
5,North-Korea,stripes
3,North-Yemen,stripes
0,Norway,stripes
2,Oman,stripes
0,Pakistan,stripes
0,Panama,stripes
0,Papua-New-Guinea,stripes
3,Parguay,stripes
0,Peru,stripes
0,Philippines,stripes
2,Poland,stripes
0,Portugal,stripes
5,Puerto-Rico,stripes
0,Qatar,stripes
0,Romania,stripes
0,Rwanda,stripes
2,San-Marino,stripes
3,Sao-Tome,stripes
0,Saudi-Arabia,stripes
0,Senegal,stripes
0,Seychelles,stripes
3,Sierra-Leone,stripes
2,Singapore,stripes
0,Soloman-Islands,stripes
0,Somalia,stripes
3,South-Africa,stripes
0,South-Korea,stripes
3,South-Yemen,stripes
3,Spain,stripes
0,Sri-Lanka,stripes
0,St-Helena,stripes
0,St-Kitts-Nevis,stripes
0,St-Lucia,stripes
0,St-Vincent,stripes
3,Sudan,stripes
5,Surinam,stripes
5,Swaziland,stripes
0,Sweden,stripes
0,Switzerland,stripes
3,Syria,stripes
0,Taiwan,stripes
0,Tanzania,stripes
5,Thailand,stripes
5,Togo,stripes
0,Tonga,stripes
0,Trinidad-Tobago,stripes
0,Tunisia,stripes
0,Turkey,stripes
0,Turks-Cocos-Islands,stripes
0,Tuvalu,stripes
3,UAE,stripes
6,Uganda,stripes
0,UK,stripes
9,Uruguay,stripes
0,US-Virgin-Isles,stripes
13,USA,stripes
0,USSR,stripes
0,Vanuatu,stripes
0,Vatican-City,stripes
3,Venezuela,stripes
0,Vietnam,stripes
0,Western-Samoa,stripes
3,Yugoslavia,stripes
0,Zaire,stripes
0,Zambia,stripes
7,Zimbabwe,stripes
5,Afghanistan,number of colors
3,Albania,number of colors
3,Algeria,number of colors
5,American-Samoa,number of colors
3,Andorra,number of colors
3,Angola,number of colors
3,Anguilla,number of colors
5,Antigua-Barbuda,number of colors
2,Argentina,number of colors
3,Argentine,number of colors
3,Australia,number of colors
2,Austria,number of colors
3,Bahamas,number of colors
2,Bahrain,number of colors
2,Bangladesh,number of colors
3,Barbados,number of colors
3,Belgium,number of colors
8,Belize,number of colors
2,Benin,number of colors
6,Bermuda,number of colors
4,Bhutan,number of colors
3,Bolivia,number of colors
3,Botswana,number of colors
4,Brazil,number of colors
6,British-Virgin-Isles,number of colors
4,Brunei,number of colors
5,Bulgaria,number of colors
3,Burkina,number of colors
3,Burma,number of colors
3,Burundi,number of colors
3,Cameroon,number of colors
2,Canada,number of colors
5,Cape-Verde-Islands,number of colors
6,Cayman-Islands,number of colors
5,Central-African-Republic,number of colors
3,Chad,number of colors
3,Chile,number of colors
2,China,number of colors
3,Colombia,number of colors
2,Comorro-Islands,number of colors
3,Congo,number of colors
4,Cook-Islands,number of colors
3,Costa-Rica,number of colors
3,Cuba,number of colors
3,Cyprus,number of colors
3,Czechoslovakia,number of colors
2,Denmark,number of colors
4,Djibouti,number of colors
6,Dominica,number of colors
3,Dominican-Republic,number of colors
3,Ecuador,number of colors
4,Egypt,number of colors
2,El-Salvador,number of colors
4,Equatorial-Guinea,number of colors
3,Ethiopia,number of colors
3,Faeroes,number of colors
6,Falklands-Malvinas,number of colors
7,Fiji,number of colors
2,Finland,number of colors
3,France,number of colors
3,French-Guiana,number of colors
5,French-Polynesia,number of colors
3,Gabon,number of colors
4,Gambia,number of colors
3,Germany-DDR,number of colors
3,Germany-FRG,number of colors
4,Ghana,number of colors
3,Gibraltar,number of colors
2,Greece,number of colors
2,Greenland,number of colors
3,Grenada,number of colors
7,Guam,number of colors
2,Guatemala,number of colors
3,Guinea,number of colors
4,Guinea-Bissau,number of colors
5,Guyana,number of colors
2,Haiti,number of colors
2,Honduras,number of colors
6,Hong-Kong,number of colors
3,Hungary,number of colors
3,Iceland,number of colors
4,India,number of colors
2,Indonesia,number of colors
3,Iran,number of colors
4,Iraq,number of colors
3,Ireland,number of colors
2,Israel,number of colors
3,Italy,number of colors
3,Ivory-Coast,number of colors
3,Jamaica,number of colors
2,Japan,number of colors
4,Jordan,number of colors
2,Kampuchea,number of colors
4,Kenya,number of colors
4,Kiribati,number of colors
4,Kuwait,number of colors
3,Laos,number of colors
4,Lebanon,number of colors
4,Lesotho,number of colors
3,Liberia,number of colors
1,Libya,number of colors
3,Liechtenstein,number of colors
3,Luxembourg,number of colors
3,Malagasy,number of colors
3,Malawi,number of colors
4,Malaysia,number of colors
3,Maldive-Islands,number of colors
3,Mali,number of colors
3,Malta,number of colors
3,Marianas,number of colors
2,Mauritania,number of colors
4,Mauritius,number of colors
4,Mexico,number of colors
2,Micronesia,number of colors
2,Monaco,number of colors
3,Mongolia,number of colors
7,Montserrat,number of colors
2,Morocco,number of colors
5,Mozambique,number of colors
3,Nauru,number of colors
3,Nepal,number of colors
3,Netherlands,number of colors
3,Netherlands-Antilles,number of colors
3,New-Zealand,number of colors
2,Nicaragua,number of colors
3,Niger,number of colors
2,Nigeria,number of colors
4,Niue,number of colors
3,North-Korea,number of colors
4,North-Yemen,number of colors
3,Norway,number of colors
3,Oman,number of colors
2,Pakistan,number of colors
3,Panama,number of colors
4,Papua-New-Guinea,number of colors
6,Parguay,number of colors
2,Peru,number of colors
4,Philippines,number of colors
2,Poland,number of colors
5,Portugal,number of colors
3,Puerto-Rico,number of colors
2,Qatar,number of colors
7,Romania,number of colors
4,Rwanda,number of colors
2,San-Marino,number of colors
4,Sao-Tome,number of colors
2,Saudi-Arabia,number of colors
3,Senegal,number of colors
3,Seychelles,number of colors
3,Sierra-Leone,number of colors
2,Singapore,number of colors
4,Soloman-Islands,number of colors
2,Somalia,number of colors
5,South-Africa,number of colors
4,South-Korea,number of colors
4,South-Yemen,number of colors
2,Spain,number of colors
4,Sri-Lanka,number of colors
7,St-Helena,number of colors
5,St-Kitts-Nevis,number of colors
4,St-Lucia,number of colors
4,St-Vincent,number of colors
4,Sudan,number of colors
4,Surinam,number of colors
7,Swaziland,number of colors
2,Sweden,number of colors
2,Switzerland,number of colors
4,Syria,number of colors
3,Taiwan,number of colors
4,Tanzania,number of colors
3,Thailand,number of colors
4,Togo,number of colors
2,Tonga,number of colors
3,Trinidad-Tobago,number of colors
2,Tunisia,number of colors
2,Turkey,number of colors
6,Turks-Cocos-Islands,number of colors
5,Tuvalu,number of colors
4,UAE,number of colors
5,Uganda,number of colors
3,UK,number of colors
3,Uruguay,number of colors
6,US-Virgin-Isles,number of colors
3,USA,number of colors
2,USSR,number of colors
4,Vanuatu,number of colors
4,Vatican-City,number of colors
7,Venezuela,number of colors
2,Vietnam,number of colors
3,Western-Samoa,number of colors
4,Yugoslavia,number of colors
4,Zaire,number of colors
4,Zambia,number of colors
5,Zimbabwe,number of colors
green,Afghanistan,mainhue
red,Albania,mainhue
green,Algeria,mainhue
blue,American-Samoa,mainhue
gold,Andorra,mainhue
red,Angola,mainhue
white,Anguilla,mainhue
red,Antigua-Barbuda,mainhue
blue,Argentina,mainhue
blue,Argentine,mainhue
blue,Australia,mainhue
red,Austria,mainhue
blue,Bahamas,mainhue
red,Bahrain,mainhue
green,Bangladesh,mainhue
blue,Barbados,mainhue
gold,Belgium,mainhue
blue,Belize,mainhue
green,Benin,mainhue
red,Bermuda,mainhue
orange,Bhutan,mainhue
red,Bolivia,mainhue
blue,Botswana,mainhue
green,Brazil,mainhue
blue,British-Virgin-Isles,mainhue
gold,Brunei,mainhue
red,Bulgaria,mainhue
red,Burkina,mainhue
red,Burma,mainhue
red,Burundi,mainhue
gold,Cameroon,mainhue
red,Canada,mainhue
gold,Cape-Verde-Islands,mainhue
blue,Cayman-Islands,mainhue
gold,Central-African-Republic,mainhue
gold,Chad,mainhue
red,Chile,mainhue
red,China,mainhue
gold,Colombia,mainhue
green,Comorro-Islands,mainhue
red,Congo,mainhue
blue,Cook-Islands,mainhue
blue,Costa-Rica,mainhue
blue,Cuba,mainhue
white,Cyprus,mainhue
white,Czechoslovakia,mainhue
red,Denmark,mainhue
blue,Djibouti,mainhue
green,Dominica,mainhue
blue,Dominican-Republic,mainhue
gold,Ecuador,mainhue
black,Egypt,mainhue
blue,El-Salvador,mainhue
green,Equatorial-Guinea,mainhue
green,Ethiopia,mainhue
white,Faeroes,mainhue
blue,Falklands-Malvinas,mainhue
blue,Fiji,mainhue
white,Finland,mainhue
white,France,mainhue
white,French-Guiana,mainhue
red,French-Polynesia,mainhue
green,Gabon,mainhue
red,Gambia,mainhue
gold,Germany-DDR,mainhue
black,Germany-FRG,mainhue
red,Ghana,mainhue
white,Gibraltar,mainhue
blue,Greece,mainhue
white,Greenland,mainhue
gold,Grenada,mainhue
blue,Guam,mainhue
blue,Guatemala,mainhue
gold,Guinea,mainhue
gold,Guinea-Bissau,mainhue
green,Guyana,mainhue
black,Haiti,mainhue
blue,Honduras,mainhue
blue,Hong-Kong,mainhue
red,Hungary,mainhue
blue,Iceland,mainhue
orange,India,mainhue
red,Indonesia,mainhue
red,Iran,mainhue
red,Iraq,mainhue
white,Ireland,mainhue
white,Israel,mainhue
white,Italy,mainhue
white,Ivory-Coast,mainhue
green,Jamaica,mainhue
white,Japan,mainhue
black,Jordan,mainhue
red,Kampuchea,mainhue
red,Kenya,mainhue
red,Kiribati,mainhue
green,Kuwait,mainhue
red,Laos,mainhue
red,Lebanon,mainhue
blue,Lesotho,mainhue
red,Liberia,mainhue
green,Libya,mainhue
red,Liechtenstein,mainhue
red,Luxembourg,mainhue
red,Malagasy,mainhue
red,Malawi,mainhue
red,Malaysia,mainhue
red,Maldive-Islands,mainhue
gold,Mali,mainhue
red,Malta,mainhue
blue,Marianas,mainhue
green,Mauritania,mainhue
red,Mauritius,mainhue
green,Mexico,mainhue
blue,Micronesia,mainhue
red,Monaco,mainhue
red,Mongolia,mainhue
blue,Montserrat,mainhue
red,Morocco,mainhue
gold,Mozambique,mainhue
blue,Nauru,mainhue
brown,Nepal,mainhue
red,Netherlands,mainhue
white,Netherlands-Antilles,mainhue
blue,New-Zealand,mainhue
blue,Nicaragua,mainhue
orange,Niger,mainhue
green,Nigeria,mainhue
gold,Niue,mainhue
blue,North-Korea,mainhue
red,North-Yemen,mainhue
red,Norway,mainhue
red,Oman,mainhue
green,Pakistan,mainhue
red,Panama,mainhue
black,Papua-New-Guinea,mainhue
red,Parguay,mainhue
red,Peru,mainhue
blue,Philippines,mainhue
white,Poland,mainhue
red,Portugal,mainhue
red,Puerto-Rico,mainhue
brown,Qatar,mainhue
red,Romania,mainhue
red,Rwanda,mainhue
white,San-Marino,mainhue
green,Sao-Tome,mainhue
green,Saudi-Arabia,mainhue
green,Senegal,mainhue
red,Seychelles,mainhue
green,Sierra-Leone,mainhue
white,Singapore,mainhue
green,Soloman-Islands,mainhue
blue,Somalia,mainhue
orange,South-Africa,mainhue
white,South-Korea,mainhue
red,South-Yemen,mainhue
red,Spain,mainhue
gold,Sri-Lanka,mainhue
blue,St-Helena,mainhue
green,St-Kitts-Nevis,mainhue
blue,St-Lucia,mainhue
green,St-Vincent,mainhue
red,Sudan,mainhue
red,Surinam,mainhue
blue,Swaziland,mainhue
blue,Sweden,mainhue
red,Switzerland,mainhue
red,Syria,mainhue
red,Taiwan,mainhue
green,Tanzania,mainhue
red,Thailand,mainhue
green,Togo,mainhue
red,Tonga,mainhue
red,Trinidad-Tobago,mainhue
red,Tunisia,mainhue
red,Turkey,mainhue
blue,Turks-Cocos-Islands,mainhue
blue,Tuvalu,mainhue
green,UAE,mainhue
gold,Uganda,mainhue
red,UK,mainhue
white,Uruguay,mainhue
white,US-Virgin-Isles,mainhue
white,USA,mainhue
red,USSR,mainhue
red,Vanuatu,mainhue
gold,Vatican-City,mainhue
red,Venezuela,mainhue
red,Vietnam,mainhue
red,Western-Samoa,mainhue
red,Yugoslavia,mainhue
green,Zaire,mainhue
green,Zambia,mainhue
green,Zimbabwe,mainhue
black,Afghanistan,topleft
red,Albania,topleft
green,Algeria,topleft
blue,American-Samoa,topleft
blue,Andorra,topleft
red,Angola,topleft
white,Anguilla,topleft
black,Antigua-Barbuda,topleft
blue,Argentina,topleft
blue,Argentine,topleft
white,Australia,topleft
red,Austria,topleft
blue,Bahamas,topleft
white,Bahrain,topleft
green,Bangladesh,topleft
blue,Barbados,topleft
black,Belgium,topleft
red,Belize,topleft
green,Benin,topleft
white,Bermuda,topleft
orange,Bhutan,topleft
red,Bolivia,topleft
blue,Botswana,topleft
green,Brazil,topleft
white,British-Virgin-Isles,topleft
white,Brunei,topleft
white,Bulgaria,topleft
red,Burkina,topleft
blue,Burma,topleft
white,Burundi,topleft
green,Cameroon,topleft
red,Canada,topleft
red,Cape-Verde-Islands,topleft
white,Cayman-Islands,topleft
blue,Central-African-Republic,topleft
blue,Chad,topleft
blue,Chile,topleft
red,China,topleft
gold,Colombia,topleft
green,Comorro-Islands,topleft
red,Congo,topleft
white,Cook-Islands,topleft
blue,Costa-Rica,topleft
blue,Cuba,topleft
white,Cyprus,topleft
white,Czechoslovakia,topleft
red,Denmark,topleft
white,Djibouti,topleft
green,Dominica,topleft
blue,Dominican-Republic,topleft
gold,Ecuador,topleft
red,Egypt,topleft
blue,El-Salvador,topleft
green,Equatorial-Guinea,topleft
green,Ethiopia,topleft
white,Faeroes,topleft
white,Falklands-Malvinas,topleft
white,Fiji,topleft
white,Finland,topleft
blue,France,topleft
blue,French-Guiana,topleft
red,French-Polynesia,topleft
green,Gabon,topleft
red,Gambia,topleft
black,Germany-DDR,topleft
black,Germany-FRG,topleft
red,Ghana,topleft
white,Gibraltar,topleft
blue,Greece,topleft
white,Greenland,topleft
red,Grenada,topleft
red,Guam,topleft
blue,Guatemala,topleft
red,Guinea,topleft
red,Guinea-Bissau,topleft
black,Guyana,topleft
black,Haiti,topleft
blue,Honduras,topleft
white,Hong-Kong,topleft
red,Hungary,topleft
blue,Iceland,topleft
orange,India,topleft
red,Indonesia,topleft
green,Iran,topleft
red,Iraq,topleft
green,Ireland,topleft
blue,Israel,topleft
green,Italy,topleft
red,Ivory-Coast,topleft
gold,Jamaica,topleft
white,Japan,topleft
black,Jordan,topleft
red,Kampuchea,topleft
black,Kenya,topleft
red,Kiribati,topleft
green,Kuwait,topleft
red,Laos,topleft
red,Lebanon,topleft
green,Lesotho,topleft
blue,Liberia,topleft
green,Libya,topleft
blue,Liechtenstein,topleft
red,Luxembourg,topleft
white,Malagasy,topleft
black,Malawi,topleft
blue,Malaysia,topleft
red,Maldive-Islands,topleft
green,Mali,topleft
white,Malta,topleft
blue,Marianas,topleft
green,Mauritania,topleft
red,Mauritius,topleft
green,Mexico,topleft
blue,Micronesia,topleft
red,Monaco,topleft
red,Mongolia,topleft
white,Montserrat,topleft
red,Morocco,topleft
green,Mozambique,topleft
blue,Nauru,topleft
blue,Nepal,topleft
red,Netherlands,topleft
white,Netherlands-Antilles,topleft
white,New-Zealand,topleft
blue,Nicaragua,topleft
orange,Niger,topleft
green,Nigeria,topleft
white,Niue,topleft
blue,North-Korea,topleft
red,North-Yemen,topleft
red,Norway,topleft
red,Oman,topleft
white,Pakistan,topleft
white,Panama,topleft
red,Papua-New-Guinea,topleft
red,Parguay,topleft
red,Peru,topleft
blue,Philippines,topleft
white,Poland,topleft
green,Portugal,topleft
red,Puerto-Rico,topleft
white,Qatar,topleft
blue,Romania,topleft
red,Rwanda,topleft
white,San-Marino,topleft
green,Sao-Tome,topleft
green,Saudi-Arabia,topleft
green,Senegal,topleft
red,Seychelles,topleft
green,Sierra-Leone,topleft
red,Singapore,topleft
blue,Soloman-Islands,topleft
blue,Somalia,topleft
orange,South-Africa,topleft
white,South-Korea,topleft
red,South-Yemen,topleft
red,Spain,topleft
gold,Sri-Lanka,topleft
white,St-Helena,topleft
green,St-Kitts-Nevis,topleft
blue,St-Lucia,topleft
blue,St-Vincent,topleft
red,Sudan,topleft
green,Surinam,topleft
blue,Swaziland,topleft
blue,Sweden,topleft
red,Switzerland,topleft
red,Syria,topleft
blue,Taiwan,topleft
green,Tanzania,topleft
red,Thailand,topleft
red,Togo,topleft
white,Tonga,topleft
white,Trinidad-Tobago,topleft
red,Tunisia,topleft
red,Turkey,topleft
white,Turks-Cocos-Islands,topleft
white,Tuvalu,topleft
red,UAE,topleft
black,Uganda,topleft
white,UK,topleft
white,Uruguay,topleft
white,US-Virgin-Isles,topleft
blue,USA,topleft
red,USSR,topleft
black,Vanuatu,topleft
gold,Vatican-City,topleft
gold,Venezuela,topleft
red,Vietnam,topleft
blue,Western-Samoa,topleft
blue,Yugoslavia,topleft
green,Zaire,topleft
green,Zambia,topleft
green,Zimbabwe,topleft
green,Afghanistan,botright
red,Albania,botright
white,Algeria,botright
red,American-Samoa,botright
red,Andorra,botright
black,Angola,botright
blue,Anguilla,botright
red,Antigua-Barbuda,botright
blue,Argentina,botright
blue,Argentine,botright
blue,Australia,botright
red,Austria,botright
blue,Bahamas,botright
red,Bahrain,botright
green,Bangladesh,botright
blue,Barbados,botright
red,Belgium,botright
red,Belize,botright
green,Benin,botright
red,Bermuda,botright
red,Bhutan,botright
green,Bolivia,botright
blue,Botswana,botright
green,Brazil,botright
blue,British-Virgin-Isles,botright
gold,Brunei,botright
red,Bulgaria,botright
green,Burkina,botright
red,Burma,botright
white,Burundi,botright
gold,Cameroon,botright
red,Canada,botright
green,Cape-Verde-Islands,botright
blue,Cayman-Islands,botright
gold,Central-African-Republic,botright
red,Chad,botright
red,Chile,botright
red,China,botright
red,Colombia,botright
green,Comorro-Islands,botright
red,Congo,botright
blue,Cook-Islands,botright
blue,Costa-Rica,botright
blue,Cuba,botright
white,Cyprus,botright
red,Czechoslovakia,botright
red,Denmark,botright
green,Djibouti,botright
green,Dominica,botright
blue,Dominican-Republic,botright
red,Ecuador,botright
black,Egypt,botright
blue,El-Salvador,botright
red,Equatorial-Guinea,botright
red,Ethiopia,botright
white,Faeroes,botright
blue,Falklands-Malvinas,botright
blue,Fiji,botright
white,Finland,botright
red,France,botright
red,French-Guiana,botright
red,French-Polynesia,botright
blue,Gabon,botright
green,Gambia,botright
gold,Germany-DDR,botright
gold,Germany-FRG,botright
green,Ghana,botright
red,Gibraltar,botright
blue,Greece,botright
red,Greenland,botright
red,Grenada,botright
red,Guam,botright
blue,Guatemala,botright
green,Guinea,botright
green,Guinea-Bissau,botright
green,Guyana,botright
red,Haiti,botright
blue,Honduras,botright
blue,Hong-Kong,botright
green,Hungary,botright
blue,Iceland,botright
green,India,botright
white,Indonesia,botright
red,Iran,botright
black,Iraq,botright
orange,Ireland,botright
blue,Israel,botright
red,Italy,botright
green,Ivory-Coast,botright
gold,Jamaica,botright
white,Japan,botright
green,Jordan,botright
red,Kampuchea,botright
green,Kenya,botright
blue,Kiribati,botright
red,Kuwait,botright
red,Laos,botright
red,Lebanon,botright
blue,Lesotho,botright
red,Liberia,botright
green,Libya,botright
red,Liechtenstein,botright
blue,Luxembourg,botright
green,Malagasy,botright
green,Malawi,botright
white,Malaysia,botright
red,Maldive-Islands,botright
red,Mali,botright
red,Malta,botright
blue,Marianas,botright
green,Mauritania,botright
green,Mauritius,botright
red,Mexico,botright
blue,Micronesia,botright
white,Monaco,botright
red,Mongolia,botright
blue,Montserrat,botright
red,Morocco,botright
gold,Mozambique,botright
blue,Nauru,botright
blue,Nepal,botright
blue,Netherlands,botright
white,Netherlands-Antilles,botright
blue,New-Zealand,botright
blue,Nicaragua,botright
green,Niger,botright
green,Nigeria,botright
gold,Niue,botright
blue,North-Korea,botright
black,North-Yemen,botright
red,Norway,botright
green,Oman,botright
green,Pakistan,botright
white,Panama,botright
black,Papua-New-Guinea,botright
blue,Parguay,botright
red,Peru,botright
red,Philippines,botright
red,Poland,botright
red,Portugal,botright
red,Puerto-Rico,botright
brown,Qatar,botright
red,Romania,botright
green,Rwanda,botright
blue,San-Marino,botright
green,Sao-Tome,botright
green,Saudi-Arabia,botright
red,Senegal,botright
green,Seychelles,botright
blue,Sierra-Leone,botright
white,Singapore,botright
green,Soloman-Islands,botright
blue,Somalia,botright
blue,South-Africa,botright
white,South-Korea,botright
black,South-Yemen,botright
red,Spain,botright
gold,Sri-Lanka,botright
blue,St-Helena,botright
red,St-Kitts-Nevis,botright
blue,St-Lucia,botright
green,St-Vincent,botright
black,Sudan,botright
green,Surinam,botright
blue,Swaziland,botright
blue,Sweden,botright
red,Switzerland,botright
black,Syria,botright
red,Taiwan,botright
blue,Tanzania,botright
red,Thailand,botright
green,Togo,botright
red,Tonga,botright
white,Trinidad-Tobago,botright
red,Tunisia,botright
red,Turkey,botright
blue,Turks-Cocos-Islands,botright
blue,Tuvalu,botright
black,UAE,botright
red,Uganda,botright
red,UK,botright
white,Uruguay,botright
white,US-Virgin-Isles,botright
red,USA,botright
red,USSR,botright
green,Vanuatu,botright
white,Vatican-City,botright
red,Venezuela,botright
red,Vietnam,botright
red,Western-Samoa,botright
red,Yugoslavia,botright
green,Zaire,botright
brown,Zambia,botright
green,Zimbabwe,botright
